GeneID	RNASeq_rdr6ddm1	RNASeq_RDR6ddm1	Riboseq_rdr6ddm1	Riboseq_RDR6ddm1	Type
AT2G35880	7.57467	9.788856	3.39779	2.43809	Gene
AT2G35890	0	0	0	0	Gene
AT2G35900	10.121835	9.605181	3.99296	3.2945	Gene
AT2G35910	0.481224	0.76672	0.242136	0.10296	Gene
AT2G35920	5.658977	6.006061	2.09392	1.63349	Gene
AT2G35930	7.099895	10.909659	5.77955	4.65099	Gene
AT2G35940	77.970131	34.210781	10.2876	5.0309	Gene
AT2G35945	20.080359	14.433419	14.4822	6.09832	Gene
AT2G35950	3.08911	0.860767	0.999971	0.255123	Gene
AT2G35960	45.246708	45.46262	29.6329	13.1732	Gene
AT2G35970	0	0	0	0	Gene
AT2G35980	3.623127	2.448817	0.0747673	0.500729	Gene
AT2G35990	0	0	0	0.0819688	Gene
AT2G36000	30.735495	35.644878	2.59884	2.31115	Gene
AT2G36010	1.533457	1.649753	2.32096	3.09658	Gene
AT2G36020	0	0.1118	0	0	Gene
AT2G36026	1.087209	1.265129	2.55254	6.12547	Gene
AT2G36030	0	0.805715	51.2888	64.1899	Gene
AT2G36040	0.178925	1.520159	4.51903	0	Transposon
AT2G36050	0.617768	3.070622	2.58715	5.5005	Gene
AT2G36053	0	0	0	0	Gene
AT2G36060	34.831009	49.83065	62.9319	49.9546	Gene
AT2G36070	10.898961	12.78705	6.2201	5.9086	Gene
AT2G36080	1.737478	2.105247	0.583024	1.06833	Gene
AT2G36090	0.402475	0.510761	0.348958	0.723366	Gene
AT2G36100	0	0	0	0	Gene
AT2G36110	0.141899	0.037691	0.0329878	0.568092	Gene
AT2G36120	120.284607	68.810532	27.4133	6.60846	Gene
AT2G36130	19.959776	19.098705	7.71751	4.32021	Gene
AT2G36140	0.182807	0	0	0	Gene
AT2G36145	63.659172	48.757122	7.93438	4.50866	Gene
AT2G36150	0.184469	0	0	0	Gene
AT2G36160	119.07756	168.432709	155.651	212.664	Gene
AT2G36170	69.497269	88.580391	61.1984	75.4835	Gene
AT2G36180	0	0	0.4366	0	Gene
AT2G36190	0	0	0.0271455	0.0779134	Gene
AT2G36200	0.370845	0.548797	2.04188	3.93897	Gene
AT2G36210	0.060284	0	0	0	Gene
AT2G36220	25.239401	13.273814	7.2231	2.25555	Gene
AT2G36230	8.970995	8.182544	7.49157	8.27421	Gene
AT2G36240	10.649029	8.36683	1.8456	1.69651	Gene
AT2G36250	30.654274	34.461437	18.8846	18.1762	Gene
AT2G36255	0	0	0	0	Gene
AT2G36260	0	0	0	0.310554	Gene
AT2G36261	0	0	0	0	Gene
AT2G36270	0.053625	0	0.0168076	0	Gene
AT2G36280	0	0	0	0	Gene
AT2G36290	10.211013	7.607783	11.2582	7.54382	Gene
AT2G36295	0.083546	0	0	0	Gene
AT2G36300	10.914054	10.423543	10.0181	8.70067	Gene
AT2G36305	2.759979	3.279329	1.65723	1.1396	Gene
AT2G36307	1.109819	0.783039	1.56747	0.387008	Gene
AT2G36310	16.500145	17.33403	11.411	9.62141	Gene
AT2G36320	24.997889	18.995234	11.0404	4.14443	Gene
AT2G36325	0	0	0	0	Gene
AT2G36330	11.662174	9.114166	5.81814	3.02641	Gene
AT2G36340	1.778985	2.223168	1.45839	0.413422	Gene
AT2G36350	1.882315	1.918186	1.81426	2.35865	Gene
AT2G36355	1.534091	1.247428	0.928533	0.481405	Gene
AT2G36360	9.037697	8.180869	3.84808	2.73647	Gene
AT2G36370	1.933206	1.411723	0.286333	0.300457	Gene
AT2G36380	2.030143	3.016427	1.75144	2.04488	Gene
AT2G36390	11.879061	11.914209	12.9534	9.62214	Gene
AT2G36400	0.428048	1.154347	1.1014	3.55857	Gene
AT2G36402	0	0	0.129955	0	Transposon
AT2G36410	7.508836	9.399353	5.92929	4.25562	Gene
AT2G36420	1.574858	2.694176	0.775753	0.567558	Gene
AT2G36430	13.216738	11.483398	3.66338	1.4379	Gene
AT2G36440	0	0.010344	0	0	Gene
AT2G36450	0	0	0	0	Gene
AT2G36460	52.258942	41.829418	34.7755	30.439	Gene
AT2G36470	2.967001	1.420401	1.26939	0.513158	Gene
AT2G36480	2.985935	3.684335	2.75646	2.13478	Gene
AT2G36485	5.889686	5.523993	6.02427	2.90091	Gene
AT2G36490	13.987162	9.976015	9.43775	7.25387	Gene
AT2G36500	1.163972	1.145888	0.947302	0.921177	Gene
AT2G36510	0	0	0	0	Gene
AT2G36520	0	0	0	0	Gene
AT2G36530	209.660141	239.566559	305.607	328.407	Gene
AT2G36540	1.207332	0.275441	0	0	Gene
AT2G36550	0	0	0	0	Gene
AT2G36560	0	0	0	0	Gene
AT2G36570	2.055962	1.882133	24.2943	24.4141	Gene
AT2G36571	0	0	0	0	Gene
AT2G36580	27.951366	27.889736	34.3306	28.7363	Gene
AT2G36590	4.46657	9.452003	1.75571	1.11983	Gene
AT2G36600	0	0	0	0	Gene
AT2G36610	0	0	0.143064	0	Gene
AT2G36620	94.460388	159.77417	179.535	216.724	Gene
AT2G36630	42.139809	72.483643	29.194	26.001	Gene
AT2G36632	0	0	0	0	Gene
AT2G36640	0.028968	0.046167	0.0734174	0.175603	Gene
AT2G36650	0.051817	0.122494	0.157601	0	Gene
AT2G36660	0	0.050854	0.257594	0.355983	Gene
AT2G36670	5.504225	5.345104	1.94474	1.42895	Gene
AT2G36680	18.62104	16.362001	6.61439	4.39374	Gene
AT2G36690	0.201684	0.030171	0	0.240188	Gene
AT2G36695	0	0.068206	0	0	Gene
AT2G36700	0	0	0	0.121987	Gene
AT2G36710	0.032408	0.051133	0.250715	0.0399781	Gene
AT2G36720	10.524201	9.903687	2.10761	1.73855	Gene
AT2G36724	0	0	0	0	Gene
AT2G36730	0.865388	0.778494	0.09782	0.0748705	Gene
AT2G36740	6.129571	6.470755	2.22089	1.07133	Gene
AT2G36750	0.812487	0.765582	0.33398	0	Gene
AT2G36760	0.059391	0	0	0	Gene
AT2G36770	0.924147	0.985388	0.196804	0.0342345	Gene
AT2G36780	0.767701	0.159944	0.0348781	0	Gene
AT2G36790	3.522887	2.287693	0	0	Gene
AT2G36792	3.748194	2.037092	1.27507	1.23902	Gene
AT2G36800	12.609333	8.695589	4.05364	2.17727	Gene
AT2G36810	7.363187	6.862044	4.16016	2.93474	Gene
AT2G36815	0.173027	0	0	0	Gene
AT2G36830	260.68338	319.354187	851.192	889.984	Gene
AT2G36835	119.057327	110.23777	61.6877	38.0529	Gene
AT2G36840	1.630145	1.675495	1.71724	1.17353	Gene
AT2G36850	14.660283	13.896097	7.04993	5.76385	Gene
AT2G36854	0.310754	0	0	0	Gene
AT2G36860	0	0	0	0	Gene
AT2G36870	62.026966	44.335182	50.851	29.7605	Gene
AT2G36880	173.31871	180.625046	199.212	170.786	Gene
AT2G36881	0	0	0	0	Gene
AT2G36885	13.308321	15.813456	16.7415	31.1306	Gene
AT2G36890	0.094989	0	0.0994775	0.126899	Gene
AT2G36895	134.139816	97.685432	33.5583	16.6705	Gene
AT2G36900	14.53336	11.797269	8.61944	5.08397	Gene
AT2G36910	17.174475	16.945395	15.7697	9.91856	Gene
AT2G36916	0	0.071766	0	0	Gene
AT2G36920	0.043796	0	0	0	Gene
AT2G36930	32.771778	37.675781	24.3573	26.0966	Gene
AT2G36940	0	0	15.4594	10.8983	Gene
AT2G36950	19.270433	16.777121	9.04055	5.00546	Gene
AT2G36960	3.188524	3.638611	1.963	2.14634	Gene
AT2G36970	9.858631	6.947841	1.26428	1.44428	Gene
AT2G36980	1.169304	1.189282	0.160905	0	Gene
AT2G36985	0.334183	0	0.35971	1.37659	Gene
AT2G36990	41.609814	40.303875	23.8378	21.0522	Gene
AT2G37000	0.048544	0	0	0.195685	Gene
AT2G37010	0	0	0	0	Gene
AT2G37020	8.913054	11.049623	5.74672	7.93364	Gene
AT2G37025	0.457584	0.635729	0.470524	0.234868	Gene
AT2G37030	0	0.883606	0	0	Gene
AT2G37035	6.275097	6.114793	4.60154	2.73256	Gene
AT2G37040	30.683058	41.053635	118.694	98.4783	Gene
AT2G37050	8.525558	9.11358	6.85753	4.22434	Gene
AT2G37060	2.455747	2.559667	1.87464	2.06115	Gene
AT2G37070	0.051934	0.110219	0.145889	0.34119	Gene
AT2G37080	11.662568	19.023413	12.141	16.2356	Gene
AT2G37090	1.492149	2.807019	1.53275	0.544679	Gene
AT2G37100	8.088591	10.399252	1.6852	1.64272	Gene
AT2G37110	42.041714	44.172752	27.6483	19.3778	Gene
AT2G37120	9.641625	12.432039	6.44852	4.56546	Gene
AT2G37130	4.346253	7.020591	7.00208	1.00242	Gene
AT2G37140	0	0	0	0	Gene
AT2G37150	2.948833	1.62939	0.682295	0.387367	Gene
AT2G37160	5.615248	5.789011	1.43832	1.3761	Gene
AT2G37170	210.290466	197.776749	95.8594	30.295	Gene
AT2G37180	63.021782	71.47451	21.4295	9.08923	Gene
AT2G37190	87.45443	125.841484	151.362	164.328	Gene
AT2G37195	2.816197	3.87594	1.89885	1.62876	Gene
AT2G37200	41.744373	30.286915	16.0065	3.09927	Gene
AT2G37210	0.041586	0	0.250621	0.359666	Gene
AT2G37220	402.701447	481.193237	315.17	415.717	Gene
AT2G37230	3.96611	4.673849	9.92712	9.68009	Gene
AT2G37240	125.057732	95.380325	33.2061	11.2063	Gene
AT2G37250	26.768763	34.689068	16.5625	13.6401	Gene
AT2G37260	1.063795	0.665838	1.57103	1.61462	Gene
AT2G37270	67.820389	86.508026	119.468	199.849	Gene
AT2G37280	0.064722	0.034595	0.101082	0.205507	Gene
AT2G37290	0.013882	0.022051	0.0089475	0	Gene
AT2G37300	3.503307	1.95171	0.898588	0.296451	Gene
AT2G37310	0.282974	0.602381	0.0614002	0.164483	Gene
AT2G37320	0.601058	0.379485	0.141543	0.135419	Gene
AT2G37330	4.131707	3.549223	6.16058	2.7695	Gene
AT2G37340	39.269905	40.366039	16.091	18.5637	Gene
AT2G37360	0.093016	0.088895	0	0	Gene
AT2G37362	1.995062	2.37537	0.195353	0.0934508	Gene
AT2G37370	0.019454	0.031423	0.0238823	0	Gene
AT2G37380	0.295851	0.441812	2.54094	3.74002	Gene
AT2G37390	0.318831	1.180613	2.4575	9.49451	Gene
AT2G37400	7.309046	7.93556	4.97463	6.34589	Gene
AT2G37410	49.233776	55.672947	20.0025	14.7534	Gene
AT2G37420	0.11117	0.062426	1.02719	2.07134	Gene
AT2G37430	0.823169	0.718466	0.382806	0.146498	Gene
AT2G37435	0	0	0	0	Gene
AT2G37440	0	0	0.0161996	0.0619952	Gene
AT2G37450	11.432559	16.386929	2.09392	1.77489	Gene
AT2G37460	16.463551	12.847072	7.95165	1.87746	Gene
AT2G37470	22.669117	33.986748	14.2218	29.8738	Gene
AT2G37478	0.422033	4.134708	9.54872	5.57097	Gene
AT2G37480	25.048161	12.996894	3.47E-16	1.73E-29	Gene
AT2G37500	18.038784	20.949247	14.1147	12.2132	Gene
AT2G37510	1.061904	1.156607	2.32148	7.99578	Gene
AT2G37520	3.766623	4.280465	1.60976	0.786101	Gene
AT2G37530	0.287112	0.278448	0	0	Gene
AT2G37540	18.161715	14.623289	4.57062	4.1848	Gene
AT2G37550	24.984886	22.477224	6.38736	4.81985	Gene
AT2G37555	0.70356	0.821602	8.54262	5.76961	Gene
AT2G37560	0.631422	0.851906	1.0361	1.98255	Gene
AT2G37570	12.270714	11.183749	2.90339	1.38405	Gene
AT2G37580	1.311123	1.733041	0.857924	0.469033	Gene
AT2G37585	3.264568	3.098293	1.0942	1.88845	Gene
AT2G37590	0.149301	0.302621	1.41188	1.44085	Gene
AT2G37600	59.731586	75.661285	39.1876	46.2642	Gene
AT2G37610	0.074226	0.331457	0.358442	0.514402	Gene
AT2G37620	7.086841	9.689257	16.1149	16.8259	Gene
AT2G37630	22.496874	21.29018	4.19906	2.6909	Gene
AT2G37640	6.448234	8.690816	26.756	16.5451	Gene
AT2G37650	4.379983	3.751582	1.45195	0.547234	Gene
AT2G37660	90.110344	137.093445	83.617	101.739	Gene
AT2G37670	0.033953	0.067752	0.0101672	0.0389096	Gene
AT2G37678	5.23274	4.603884	1.26088	0.670183	Gene
AT2G37680	5.449469	7.222257	1.44082	0.961732	Gene
AT2G37690	4.435609	6.406464	4.12187	7.04521	Gene
AT2G37700	0.049218	0.01961	0	0.110526	Gene
AT2G37710	71.93515	44.120941	29.6547	21.0066	Gene
AT2G37720	0.526156	0.553683	0.192832	0.405878	Gene
AT2G37730	0	0	0	0	Gene
AT2G37740	0	0	0	0.205279	Gene
AT2G37750	2.340384	1.159417	0.069205	0.926954	Gene
AT2G37760	59.090179	37.550354	17.6684	6.34407	Gene
AT2G37770	25.133287	15.814968	4.15213	0.789563	Gene
AT2G37780	0.053562	0	0	0	Gene
AT2G37790	9.043961	7.731568	20.4663	18.406	Gene
AT2G37800	0	0	0	0.197391	Gene
AT2G37810	0	0	0	0	Gene
AT2G37820	0.046163	0.036786	0	0	Gene
AT2G37830	0.17719	0.206832	0	0	Gene
AT2G37840	8.866843	8.604331	0.956061	0.643304	Gene
AT2G37860	33.724403	33.290695	13.5927	8.15439	Gene
AT2G37870	12.872326	1.598865	5.07986	0	Gene
AT2G37880	0.326469	0.298911	0.780611	1.05802	Gene
AT2G37890	1.090082	1.064813	0.294136	0.412736	Gene
AT2G37900	1.055787	1.173072	6.90516	1.50364	Gene
AT2G37910	0	0.002103	0	0	Gene
AT2G37920	12.163977	13.385983	6.84672	6.16279	Gene
AT2G37925	0.192959	0.663991	1.84399	0.882107	Gene
AT2G37930	1.56308	1.478661	0.74708	0.217536	Gene
AT2G37940	15.401743	14.278333	6.67874	5.45168	Gene
AT2G37950	0.118957	1.11166	0.878188	0.311183	Gene
AT2G37960	0.213408	0.355497	0.854512	1.43487	Gene
AT2G37970	144.249039	107.884682	28.1587	14.5624	Gene
AT2G37975	9.000869	7.288073	5.91073	5.65502	Gene
AT2G37980	0.464769	0.331982	0.0516024	0.0493699	Gene
AT2G37990	18.25598	19.39366	8.00357	8.01513	Gene
AT2G38000	7.483424	7.345824	4.21148	2.65037	Gene
AT2G38010	6.254922	6.464373	10.2742	4.41194	Gene
AT2G38020	9.322541	8.576159	5.07924	3.30665	Gene
AT2G38025	30.128607	35.598175	11.1279	14.2544	Gene
AT2G38030	0	0	4737650	5500630	Gene
AT2G38040	49.277676	54.2649	46.6957	39.5577	Gene
AT2G38050	5.348423	5.795543	3.29169	4.27207	Gene
AT2G38060	0	0.038577	0.220093	0	Gene
AT2G38070	0.418208	0.483427	0.344142	0.414616	Gene
AT2G38080	1.889226	1.920179	7.88356	4.37519	Gene
AT2G38090	0.543841	0.340352	0.568069	0.496908	Gene
AT2G38100	0	0	0	0	Gene
AT2G38110	0.388268	1.572733	11.9112	14.6794	Gene
AT2G38120	13.580979	19.892569	60.1692	37.0807	Gene
AT2G38130	13.4343	12.451021	3.16553	3.79402	Gene
AT2G38140	164.907211	255.607788	147.279	165.927	Gene
AT2G38150	0	0	0	0	Gene
AT2G38152	0.098706	0.177695	0.0271039	0	Gene
AT2G38160	0.261581	0.298256	1.80308	2.6634	Gene
AT2G38170	227.338165	219.702713	122.837	58.7618	Gene
AT2G38180	3.943745	3.655365	2.11444	1.46665	Gene
AT2G38185	5.052886	3.340584	0.377895	0.291619	Gene
AT2G38195	1.013435	1.704304	1.57E-232	0	Gene
AT2G38210	164.393723	115.031219	0.160261	0.102218	Gene
AT2G38220	0.764967	1.228952	0.033439	0	Gene
AT2G38230	338.751831	287.243256	69.2846	32.2261	Gene
AT2G38240	0.704809	0.655176	0	0.0430049	Gene
AT2G38250	0.680534	0.864575	0.0366853	0.0701964	Gene
AT2G38255	0.129829	0.120952	0.0307618	0	Gene
AT2G38260	2.767814	2.567431	0.327195	0.626079	Gene
AT2G38270	37.714199	44.774685	33.0821	46.7478	Gene
AT2G38280	13.258883	12.393456	13.0363	10.7568	Gene
AT2G38290	8.341734	7.562329	3.36817	2.80353	Gene
AT2G38300	2.257497	4.260281	0.321501	0.325686	Gene
AT2G38304	0	0	0	0	Gene
AT2G38310	14.545566	11.794199	9.14074	29.151	Gene
AT2G38320	0.827192	0.566366	1.01207	0.584627	Gene
AT2G38325	0.343365	0.747571	90.8576	1845.52	Gene
AT2G38330	15.819303	16.862549	3.58614	4.84746	Gene
AT2G38340	0.264557	0	0	0	Gene
AT2G38350	0.04284	0	0	0	Gene
AT2G38360	8.732641	8.35299	34.4722	36.5472	Gene
AT2G38365	0	0	0	0	Gene
AT2G38370	0.935524	1.345801	1.8677	2.89011	Gene
AT2G38380	0	0.026668	1.56181	1.16219	Gene
AT2G38390	0	0	0.0749461	0.239012	Gene
AT2G38400	3.558161	6.498044	2.43549	2.12275	Gene
AT2G38410	5.863433	5.138942	3.22235	2.96396	Gene
AT2G38420	1.186336	1.653322	0.894402	0.700125	Gene
AT2G38430	0.422099	0.586004	1.15397	0.322013	Gene
AT2G38440	9.735692	9.320329	3.97681	2.63939	Gene
AT2G38450	19.112528	17.620407	5.26328	2.59257	Gene
AT2G38460	3.047751	2.553104	0.868282	0.58296	Gene
AT2G38465	1.413129	0.443547	0.444929	0	Gene
AT2G38470	59.066078	48.279896	6.57399	9.73593	Gene
AT2G38480	7.753823	7.66518	3.82253	3.05355	Gene
AT2G38490	0.308048	0.265807	0.208217	0.183885	Gene
AT2G38500	2.567979	1.545191	0.0443252	0	Gene
AT2G38510	0	0	0	0	Gene
AT2G38520	0	0	0	0	Transposon
AT2G38530	1.616858	2.766405	6.37013	2.18779	Gene
AT2G38540	1040.296021	853.20636	233.3	140.774	Gene
AT2G38544	0	0	0	0	Gene
AT2G38550	13.119117	16.976273	18.3212	16.8157	Gene
AT2G38560	8.84634	8.632811	6.00215	5.99072	Gene
AT2G38570	2.585362	3.537069	1.95501	2.0931	Gene
AT2G38580	5.262586	6.306211	2.28851	2.36031	Gene
AT2G38590	0	0	0	0	Gene
AT2G38600	0	0	0.230036	0.0880337	Gene
AT2G38610	12.046659	18.890635	8.46255	5.74948	Gene
AT2G38620	0.186306	0.226029	1.25824	3.81205	Gene
AT2G38630	3.098228	3.545935	2.87519	2.67879	Gene
AT2G38640	19.918547	12.953483	6.53286	1.22554	Gene
AT2G38646	0	0.140818	0	0	Gene
AT2G38650	13.460331	13.946598	5.54426	3.90344	Gene
AT2G38660	3.376284	3.301128	3.74788	5.15191	Gene
AT2G38670	8.942202	10.883452	12.3679	9.90575	Gene
AT2G38680	8.073298	8.232022	2.26756	1.57779	Gene
AT2G38690	0.196964	0.233987	0.0695715	0	Gene
AT2G38695	4.78289	5.193479	1.25498	1.60331	Gene
AT2G38700	11.546189	12.776581	7.07893	6.08509	Gene
AT2G38710	23.557371	21.647964	13.0196	11.4183	Gene
AT2G38720	0.574999	0.945494	0.620892	1.15977	Gene
AT2G38730	9.716393	9.709141	8.39951	9.2451	Gene
AT2G38740	58.904224	50.607262	38.4566	18.3458	Gene
AT2G38750	25.419003	29.08256	32.8357	21.7605	Gene
AT2G38760	4.557918	3.776985	4.36206	3.01801	Gene
AT2G38770	4.38265	4.645287	7.715	9.05136	Gene
AT2G38780	35.916603	31.769575	7.99047	6.59477	Gene
AT2G38790	21.899563	11.652971	5.60248	1.39586	Gene
AT2G38800	58.96479	44.46957	31.0798	13.2475	Gene
AT2G38810	4.321849	6.550939	3.83935	5.78737	Gene
AT2G38820	10.701014	9.288287	3.0559	1.63316	Gene
AT2G38823	0	0	0	0	Gene
AT2G38830	0.200992	0.131996	0.142637	0.109173	Gene
AT2G38840	5.462912	5.763423	6.67199	3.57555	Gene
AT2G38860	22.045393	18.032902	11.8582	6.80067	Gene
AT2G38870	24.968054	28.794889	9.28579	9.48434	Gene
AT2G38880	11.741997	16.302809	6.98391	3.5495	Gene
AT2G38890	0.342872	0.207989	0.117929	0.112825	Gene
AT2G38900	0	0	0	0	Gene
AT2G38905	0.145916	0.466264	0	0	Gene
AT2G38910	0	0	0	0	Gene
AT2G38920	0.061163	0.023151	0.0195895	0	Gene
AT2G38940	0.194178	0.135326	0.105188	0.575068	Gene
AT2G38950	12.330952	11.880041	5.85367	3.72648	Gene
AT2G38960	3.237464	4.033744	3.6095	1.57934	Gene
AT2G38970	2.36483	2.665043	4.00514	5.19292	Gene
AT2G38980	2.493596	2.628055	0.119022	0.159422	Gene
AT2G38990	0	0.059657	0.464556	0	Transposon
AT2G38995	2.421618	4.547592	8.39384	4.87517	Gene
AT2G39000	89.702454	64.464493	6.51719	3.08917	Gene
AT2G39010	230.760971	217.068588	195.522	108.097	Gene
AT2G39020	21.878603	22.828281	27.3225	29.9864	Gene
AT2G39030	5.234815	17.559641	0.395343	0.630398	Gene
AT2G39040	0	0	0.0250802	0	Gene
AT2G39050	15.737505	9.883213	11.3102	7.03131	Gene
AT2G39060	0	0	0	0	Gene
AT2G39080	18.034283	21.108809	14.1533	20.3115	Gene
AT2G39090	5.37721	4.475171	2.24946	2.37789	Gene
AT2G39100	3.828325	3.164025	0.817004	0.868509	Gene
AT2G39110	0.39159	0.418376	0	0.146926	Gene
AT2G39120	0.356181	0.504192	0.291641	0.456584	Gene
AT2G39130	5.667643	4.857656	6.22525	3.42957	Gene
AT2G39140	9.22037	11.227421	6.31371	9.09859	Gene
AT2G39160	0	0	0.471722	0	Gene
AT2G39170	18.340029	17.983353	4.60536	3.69336	Gene
AT2G39175	0	0	0	0	Gene
AT2G39180	0.698941	0.926832	1.07019	0.506667	Gene
AT2G39190	26.877647	27.716175	16.9928	10.8765	Gene
AT2G39200	0.299157	0.642175	0.046335	0.0886608	Gene
AT2G39210	19.498058	16.501366	3.47294	5.27238	Gene
AT2G39220	5.44684	6.117098	3.46032	3.44519	Gene
AT2G39230	0.069955	0.060684	0.318727	1.03679	Gene
AT2G39240	0.656765	0.46681	0.0503564	0	Gene
AT2G39250	32.991974	17.318386	3.9656	1.54572	Gene
AT2G39260	9.841522	8.635451	7.13552	5.37911	Gene
AT2G39270	23.729889	21.467577	6.61543	5.38874	Gene
AT2G39280	4.489379	5.497846	1.41508	0.993322	Gene
AT2G39290	8.206001	9.692876	2.40626	3.39265	Gene
AT2G39300	0.33174	0.198425	0.409515	0.350556	Gene
AT2G39310	0.085933	0	0.949512	0.481487	Gene
AT2G39320	0	0	0	0	Gene
AT2G39330	22.022346	12.225636	23.4783	24.0818	Gene
AT2G39340	14.767849	14.578555	2.09965	1.85975	Gene
AT2G39350	0.223593	0.5415	1.75295	1.20408	Gene
AT2G39360	5.976797	5.973509	4.21728	2.91295	Gene
AT2G39370	0.04056	0.032321	0.109111	0.10439	Gene
AT2G39380	0.055927	0.015798	0	0.0260265	Gene
AT2G39390	69.216835	84.523895	32.6024	36.5894	Gene
AT2G39400	21.51277	14.552691	1.9798	0.442788	Gene
AT2G39410	0	0	0.210018	0	Gene
AT2G39415	0	0	0	0	Gene
AT2G39420	25.118742	23.635078	8.48552	5.31648	Gene
AT2G39430	0.15567	0.062023	1.08977	2.33349	Gene
AT2G39435	4.144805	2.332624	1.25017	0.872978	Gene
AT2G39440	7.484562	7.660702	2.52518	3.22124	Gene
AT2G39445	5.248981	4.416478	4.05492	4.82315	Gene
AT2G39450	52.153851	47.230576	24.0371	12.6381	Gene
AT2G39460	102.84082	144.041641	168.72	187.289	Gene
AT2G39470	194.772552	213.744049	41.2948	29.5213	Gene
AT2G39480	2.734803	2.836842	1.47997	1.21812	Gene
AT2G39490	0	0	0	0	Gene
AT2G39500	31.463894	34.860603	28.1002	10.8029	Gene
AT2G39510	0	0.052274	0.339004	0	Gene
AT2G39518	0.852054	1.265352	0	0	Gene
AT2G39520	0	0	0	0	Gene
AT2G39530	0.116476	0.091558	0	0	Gene
AT2G39540	0	0	0	0	Gene
AT2G39550	8.530195	8.281476	1.9431	2.03197	Gene
AT2G39560	2.543125	3.449276	1.56588	0.660196	Gene
AT2G39570	39.11557	43.129929	7.66411	6.2358	Gene
AT2G39580	12.27292	13.439399	0.566964	0.460558	Gene
AT2G39590	0	0	0	0	Gene
AT2G39600	0	0	0	0	Gene
AT2G39610	0	0	0	0	Gene
AT2G39620	0.090422	0.014635	0.0663119	0.0422954	Gene
AT2G39630	9.751603	9.91245	7.82956	5.29241	Gene
AT2G39640	0	0	0	0	Gene
AT2G39650	13.909759	10.356028	4.25524	3.82908	Gene
AT2G39660	5.218561	4.967215	1.03942	1.49167	Gene
AT2G39670	21.734461	29.434671	28.5444	37.0898	Gene
AT2G39675	63.78299	17.265913	6.76336	57.5247	Gene
AT2G39681	31.099091	19.992069	5.45588	40.2338	Gene
AT2G39690	0.69998	1.74737	0.738419	0.366062	Gene
AT2G39700	13.155142	15.722463	19.4011	6.91771	Gene
AT2G39705	5.020523	5.753084	2.49953	2.3445	Gene
AT2G39710	11.526134	8.261002	3.2097	1.78986	Gene
AT2G39720	18.548916	16.11289	10.5882	9.09289	Gene
AT2G39725	2.925338	2.61661	1.80263	0.574875	Gene
AT2G39730	8200.861328	7194.106934	3542.11	1995.3	Gene
AT2G39740	13.413051	11.309546	4.16955	2.86918	Gene
AT2G39750	11.77424	9.704368	6.19127	2.86036	Gene
AT2G39760	14.651663	14.092136	5.25189	4.67654	Gene
AT2G39770	78.431221	72.905602	74.2945	56.366	Gene
AT2G39780	45.005878	43.353401	26.0205	18.4837	Gene
AT2G39782	0	0	0	0.700625	Gene
AT2G39790	0	0	0	0	Gene
AT2G39795	7.187522	7.096847	10.2483	8.62568	Gene
AT2G39800	408.102203	117.443649	150.86	18.0399	Gene
AT2G39805	9.287561	8.656148	13.6362	7.78872	Gene
AT2G39810	7.936716	7.545982	5.64758	5.93619	Gene
AT2G39820	0.156507	0.160278	0	0	Gene
AT2G39830	1.009561	1.089241	0.732862	0.686847	Gene
AT2G39840	14.22008	12.20523	7.21532	6.09682	Gene
AT2G39850	22.051805	15.229589	35.9183	7.42905	Gene
AT2G39851	0	0	0	0	Gene
AT2G39855	0	0	0.119313	0.0761001	Gene
AT2G39860	0	0	0	0	Gene
AT2G39865	0	0	0	0	Gene
AT2G39870	4.600658	7.043889	7.65089	10.7571	Gene
AT2G39880	0.638708	0.951898	1.01789	1.62309	Gene
AT2G39885	0.099401	0	0	134.387	Gene
AT2G39890	14.026318	9.057563	3.4085	1.10811	Gene
AT2G39900	1.192857	1.801172	7.7998	6.45723	Gene
AT2G39910	3.792297	3.180768	1.31645	2.36632	Gene
AT2G39920	0.156875	0.484374	0.191346	0	Gene
AT2G39930	21.117826	17.89327	5.5178	3.9205	Gene
AT2G39940	20.229303	15.669248	11.631	6.47641	Gene
AT2G39950	45.617115	30.934189	3.20861	2.63711	Gene
AT2G39960	43.907234	43.587841	44.0344	29.4905	Gene
AT2G39970	35.222736	33.328983	7.61309	5.91551	Gene
AT2G39975	0	0	0	0	Gene
AT2G39980	18.960176	11.686059	8.3589	4.69048	Gene
AT2G39990	36.543636	40.79213	48.0118	53.8662	Gene
AT2G40000	197.376358	174.439148	113.03	68.2755	Gene
AT2G40004	0	0	0.152623	0	Gene
AT2G40008	0.034337	0.056711	0	0	Gene
AT2G40010	3.32807	4.705855	0	0.102636	Gene
AT2G40020	31.427664	29.506323	2.35214	0.521817	Gene
AT2G40030	0.814628	0.845703	0.94276	1.55759	Gene
AT2G40050	0	0.058079	0.0904839	0	Gene
AT2G40060	67.457924	61.880157	55.867	47.8084	Gene
AT2G40070	6.184957	7.048977	6.23426	8.20353	Gene
AT2G40080	1.671348	1.721083	0.855264	0	Gene
AT2G40081	0	0	0	0	Gene
AT2G40085	0.205422	0.977788	1.33882	0.985304	Gene
AT2G40090	3.138786	4.537995	1.20002	1.11941	Gene
AT2G40095	3.556878	2.697334	0.402073	0.0961697	Gene
AT2G40100	125.677711	109.92865	73.7959	57.3951	Gene
AT2G40110	4.441421	2.879498	5.15788	3.58889	Gene
